0,0
0.01,3.2641e-4
0.02,0.0021366
0.03,0.0066489
0.04,0.014145
0.05,0.024397
0.06,0.037247
0.07,0.052662
0.08,0.070658
0.09,0.091256
0.1,0.11448
0.11,0.14035
0.12,0.16888
0.13,0.20012
0.14,0.23408
0.15,0.27077
0.16,0.31021
0.17,0.35241
0.18,0.39739
0.19,0.44515
0.2,0.49571
0.21,0.54908
0.22,0.60526
0.23,0.66426
0.24,0.72609
0.255,0.82472
0.2775,0.98676
0.31125,1.2617
0.36125,1.7397
0.41125,2.3027
0.46125,2.9508
0.51125,3.6837
0.56125,4.4999
0.61125,5.3971
0.66125,6.3721
0.71125,7.421
0.76125,8.5389
0.81125,9.7195
0.86125,10.955
0.91125,12.239
0.96125,13.563
1.0113,14.917
1.0613,16.294
1.1113,17.685
1.1613,19.082
1.2113,20.479
1.2613,21.87
1.3113,23.252
1.3613,24.624
1.4113,25.987
1.4613,27.346
1.5113,28.708
1.5613,30.082
1.6113,31.472
1.6613,32.879
1.7113,34.295
1.7613,35.722
1.8113,37.163
1.8613,38.617
1.9113,40.084
1.9613,41.56
2.0113,43.04
2.0613,44.519
2.1113,45.993
2.1613,47.457
2.2113,48.909
2.2613,50.348
2.3113,51.773
2.3612,53.185
2.4112,54.586
2.4612,55.977
2.5112,57.362
2.5612,58.744
2.6112,60.126
2.6612,61.508
2.7112,62.896
2.7612,64.289
2.8112,65.688
2.8612,67.094
2.9112,68.505
2.9612,69.921
3.0112,71.339
3.0612,72.76
3.1112,74.182
3.1612,75.604
3.2112,77.023
3.2612,78.439
3.3112,79.849
3.3612,81.255
3.4112,82.655
3.4612,84.048
3.5112,85.432
3.5612,86.806
3.6112,88.169
3.6612,89.524
3.7112,90.872
3.7612,92.213
3.8112,93.552
3.8612,94.89
3.9112,96.229
3.9612,97.57
4.0112,98.915
4.0612,100.26
4.1112,101.62
4.1612,102.98
4.2112,104.34
4.2612,105.71
4.3112,107.09
4.3612,108.46
4.4112,109.84
4.4612,111.22
4.5112,112.61
4.5612,113.99
4.6112,115.37
4.6612,116.74
4.7112,118.11
4.7612,119.47
4.8112,120.82
4.8612,122.17
4.9112,123.51
4.9612,124.84
5.0112,126.16
5.0612,127.48
5.1112,128.79
5.1612,130.1
5.2112,131.41
5.2612,132.71
5.3112,134.02
5.3612,135.32
5.4112,136.63
5.4612,137.94
5.5112,139.25
5.5612,140.57
5.6112,141.89
5.6612,143.21
5.7112,144.54
5.7612,145.87
5.8112,147.21
5.8612,148.54
5.9112,149.88
5.9612,151.22
6.0112,152.56
6.0612,153.91
6.1112,155.25
6.1612,156.59
6.2112,157.92
6.2612,159.26
6.3112,160.59
6.3612,161.92
6.4112,163.25
6.4612,164.56
6.5112,165.88
6.5612,167.18
6.6112,168.49
6.6612,169.78
6.7112,171.07
6.7612,172.36
6.8112,173.64
6.8612,174.92
6.9112,176.2
6.9612,177.48
7.0112,178.75
7.0612,180.03
7.1112,181.31
7.1612,182.58
7.2112,183.86
7.2612,185.15
7.3112,186.43
7.3612,187.72
7.4112,189
7.4612,190.3
7.5112,191.59
7.5612,192.89
7.6112,194.18
7.6612,195.48
7.7112,196.79
7.7612,198.09
7.8112,199.39
7.8612,200.7
7.9112,202
7.9612,203.31
8.0112,204.61
8.0612,205.91
8.1112,207.21
8.1612,208.51
8.2112,209.8
8.2612,211.1
8.3112,212.39
8.3612,213.68
8.4112,214.96
8.4612,216.25
8.5112,217.53
8.5612,218.81
8.6112,220.08
8.6612,221.35
8.7112,222.62
8.7612,223.89
8.8112,225.16
8.8612,226.42
8.9112,227.68
8.9612,228.93
9.0112,230.19
9.0612,231.44
9.1112,232.7
9.1612,233.95
9.2112,235.2
9.2612,236.45
9.3112,237.7
9.3612,238.95
9.4113,240.21
9.4613,241.46
9.5113,242.71
9.5613,243.96
9.6113,245.21
9.6613,246.46
9.7113,247.71
9.7612,248.97
9.8113,250.22
9.8613,251.48
9.9113,252.74
9.9613,253.99
10.011,255.25
10.061,256.51
10.111,257.77
10.161,259.03
10.211,260.28
10.261,261.54
10.311,262.8
10.361,264.06
10.411,265.32
10.461,266.58
10.511,267.83
10.561,269.09
10.611,270.35
10.661,271.61
10.711,272.87
10.761,274.13
10.811,275.38
10.861,276.64
10.911,277.9
10.961,279.16
11.011,280.42
11.061,281.67
11.111,282.93
11.161,284.18
11.211,285.44
11.261,286.69
11.311,287.95
11.361,289.2
11.411,290.46
11.461,291.71
11.511,292.96
11.561,294.21
11.611,295.46
11.661,296.71
11.711,297.96
11.761,299.21
11.811,300.46
11.861,301.71
11.911,302.95
11.961,304.2
12.011,305.44
12.061,306.69
12.111,307.93
12.161,309.18
12.211,310.42
12.261,311.66
12.311,312.9
12.361,314.15
12.411,315.39
12.461,316.62
12.511,317.86
12.561,319.1
12.611,320.34
12.661,321.57
12.711,322.81
12.761,324.04
12.811,325.27
12.861,326.51
12.911,327.74
12.961,328.96
13.011,330.19
13.061,331.41
13.111,332.64
13.161,333.86
13.211,335.08
13.261,336.29
13.311,337.51
13.361,338.73
13.411,339.94
13.461,341.15
13.511,342.36
13.561,343.57
13.611,344.78
13.661,345.99
13.711,347.2
13.761,348.41
13.815,349.71
13.867,350.96
13.92,352.21
13.973,353.47
14.026,354.74
14.08,356.02
14.135,357.32
14.192,358.63
14.249,359.96
14.307,361.32
14.368,362.69
14.429,364.1
14.493,365.55
14.56,367.03
14.629,368.57
14.701,370.15
14.776,371.79
14.856,373.51
14.941,375.31
15.032,377.21
15.13,379.25
15.238,381.46
15.357,383.85
15.49,386.49
15.641,389.4
15.819,392.71
16.031,396.53
16.319,401.53
16.774,409.32
17.274,417.86
17.774,426.2
18.274,434.1
18.774,441.6
19.274,449.04
19.774,456.54
20.274,463.99
20.774,471.35
21.274,478.42
21.774,485.34
22.274,492.5
22.774,499.97
23.274,507.6
23.774,515.41
24.274,523.4
24.774,531.38
25.274,539.37
25.774,547.31
26.274,554.91
26.774,562.35
27.274,570.01
27.774,577.9
28.274,585.97
28.774,594.17
29.274,602.43
29.774,610.46
30.274,618.07
30.774,625.33
31.274,632.19
31.774,638.71
32.274,645.37
32.774,652.35
33.274,659.55
33.774,666.75
34.274,673.74
34.774,680.7
35.274,687.81
35.774,695.03
36.274,702.28
36.774,709.39
37.274,716.43
37.774,723.44
38.274,730.42
38.774,737.39
39.274,744.29
39.774,751.29
40.274,758.47
40.774,765.67
41.274,772.91
41.774,780.17
42.274,787.44
42.774,794.79
43.274,802.09
43.774,809.38
44.274,816.96
44.774,824.72
45.274,832.45
45.774,840.05
46.274,847.52
46.774,854.98
47.274,862.53
47.774,870.33
48.274,878.16
48.774,885.84
49.274,893.44
49.774,901.01
50.274,908.56
50.774,915.99
51.274,923.35
51.774,930.9
52.274,938.64
52.774,946.48
53.274,954.56
53.774,962.85
54.274,971.15
54.774,979.46
55.274,987.8
55.774,996.17
56.274,1004.3
56.325,1005.1
56.384,1006.1
56.452,1007.2
56.535,1008.4
56.636,1010
56.767,1012
56.95,1014.8
57.233,1019.1
57.732,1026.7
58.232,1034.6
58.732,1042.3
59.232,1050.1
59.732,1058.1
60.232,1065.6
60.732,1072.4
61.232,1079.1
61.732,1085.7
62.232,1092.4
62.732,1099.2
63.232,1106.5
63.732,1114.1
64.232,1122
64.732,1130.2
65.232,1138.7
65.732,1147.1
66.232,1155.1
66.732,1162.7
67.232,1170.5
67.274,1171.1
67.325,1171.9
67.388,1172.8
67.469,1174.1
67.582,1175.8
67.761,1178.5
68.093,1183.3
68.593,1190.6
69.093,1198.1
69.593,1205.9
70.093,1213.6
70.593,1220.8
71.093,1227.7
71.593,1234.4
72.093,1241.2
72.593,1248.1
73.093,1255.4
73.593,1262.7
74.093,1270
74.593,1277.7
75.093,1285.3
75.593,1292.4
76.07,1299.3
76.57,1307.4
77.07,1316.1
77.57,1324.8
78.07,1332.8
78.379,1337.3
78.879,1344.1
79.379,1350.7
79.824,1356.9
80.324,1364.3
80.711,1370.3
81.211,1378.8
81.711,1387.2
82.203,1394.7
82.703,1402.1
83.203,1409.4
83.703,1416.5
84.203,1423.8
84.703,1431.2
85.203,1438.4
85.703,1445.1
86.153,1451.6
86.653,1459.1
87.094,1466
87.594,1474.1
88.094,1482.4
88.594,1490.6
89.094,1498.6
89.594,1506.3
90.094,1513.5
90.594,1520.3
91.094,1526.8
91.594,1533.3
92.094,1539.8
92.594,1546.5
